jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,leap-feb,thanksgiving-nov,thanksgiving-dec,gulf-war,9/2001,iraq-war,sars-outbreak,great-recession,months-since-9/11,months-since-covid-19,unemployment-rate,nonfarm-payroll,deaths,rpms
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,5.0,134296,0.0,55440445598.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,4.9,134498,0.0,52490293711.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,5.0,134566,0.0,43535331427.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,5.0,134655,0.0,45981014478.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,50,0,5.0,134993,0.0,45170196499.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,4.9,135149,0.0,46229995992.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4.7,135429,0.0,42974178250.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4.8,135737,0.0,40927018576.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4.7,136047,0.0,50709568090.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,4.7,136205,0.0,48802946205.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,4.6,136244,0.0,49262163333.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,4.6,136325,0.0,52150470923.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4.7,136520,0.0,54429906475.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4.7,136694,0.0,51962978202.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,4.5,136843,0.0,43100219955.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,4.4,136852,0.0,47134957927.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0,4.5,137063,0.0,45978943385.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,63,0,4.4,137249,0.0,46633378532.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,4.6,137477,0.0,43803162203.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,4.5,137558,0.0,41265603575.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,4.4,137793,0.0,51499266359.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,4.5,137842,0.0,49765603876.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,4.4,137993,0.0,50966364613.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4.6,138069,0.0,53946375068.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,4.7,138038,0.0,56463348110.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,4.6,138015,0.0,55571832029.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0,4.7,138095,0.0,45220472205.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73,0,4.7,138174,0.0,49041969335.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,4.7,138284,0.0,47252475927.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,75,0,5.0,138392,0.0,46922628512.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,5.0,138403,0.0,44205123014.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,77,0,4.9,138324,0.0,43379603730.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,5.1,138275,0.0,51958177387.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,5.0,138035,0.0,48135908333.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,0,5.4,137858,0.0,50173845491.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,0,5.6,137687,0.0,52407897391.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,5.8,137491,0.0,54496410199.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,0,6.1,137213,0.0,52517103481.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,84,0,6.1,136753,0.0,40977755815.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,85,0,6.5,136272,0.0,44882206973.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,86,0,6.8,135545,0.0,40561801462.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87,0,7.3,134839,0.0,43697973888.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,0,7.8,134055,0.0,39266959614.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,0,8.3,133312,0.0,37602652288.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,8.7,132512,0.0,46467038042.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,0,9.0,131817,0.0,45362251582.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,9.4,131475,0.0,45902528806.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,9.5,131008,0.0,49150946351.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,9.5,130668,0.0,52548244144.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,9.6,130485,0.0,50330323920.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0,9.8,130244,0.0,41631002164.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0,10.0,130045,0.0,44769455546.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,98,0,9.9,130057,0.0,41572471501.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,9.9,129788,0.0,43621999367.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,9.8,129790,0.0,40265623201.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,9.8,129698,0.0,36962194326.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,9.9,129879,0.0,47579821776.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,9.9,130110,0.0,45632960416.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,9.6,130650,0.0,46862712005.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,9.4,130511,0.0,50257354056.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,9.4,130427,0.0,52946940864.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,0,9.5,130422,0.0,51309692281.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0,9.5,130357,0.0,43646753208.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,0,9.4,130625,0.0,47258221815.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,110,0,9.8,130750,0.0,44362680200.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,111,0,9.3,130822,0.0,45052743967.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,9.1,130841,0.0,41132772477.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,9.0,131053,0.0,38245413142.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,9.0,131288,0.0,48963295806.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,9.1,131602,0.0,46521907236.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,9.0,131703,0.0,48916411419.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,9.1,131939,0.0,51409784015.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,9.0,131999,0.0,54313166653.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,0,9.0,132125,0.0,51393161316.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,120,0,9.0,132358,0.0,44433001091.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121,0,8.8,132562,0.0,46823009443.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,122,0,8.6,132694,0.0,44734349878.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123,0,8.5,132896,0.0,45602412375.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,8.3,133250,0.0,41562179702.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,0,8.3,133512,0.0,40406646232.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,8.2,133752,0.0,49646258005.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,8.2,133834,0.0,47194451485.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,8.2,133934,0.0,48973925337.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,8.2,134007,0.0,51856046718.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,8.2,134159,0.0,54093557916.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131,0,8.1,134331,0.0,52760357291.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,0,7.8,134518,0.0,43852317522.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,133,0,7.8,134677,0.0,46657007739.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,7.7,134833,0.0,45165348039.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,135,0,7.9,135072,0.0,45798539279.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,8.0,135263,0.0,42692071922.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,7.7,135541,0.0,40317154679.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,7.5,135680,0.0,50533823287.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,7.6,135871,0.0,47225596610.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,7.5,136093,0.0,50023006871.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,7.5,136274,0.0,52664005515.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,7.3,136386,0.0,54542985084.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,7.2,136628,0.0,52936998637.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,0,7.2,136815,0.0,44605751285.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,145,0,7.2,137040,0.0,47856073318.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,0,6.9,137304,0.0,44398420008.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,147,0,6.7,137373,0.0,49028836446.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,6.6,137548,0.0,43480223549.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,6.7,137714,0.0,40499145402.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,6.7,137968,0.0,51833551234.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,6.2,138293,0.0,49160210055.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,6.3,138511,0.0,51418798451.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,6.1,138837,0.0,53874220297.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,6.2,139069,0.0,56735294133.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155,0,6.1,139257,0.0,54531575724.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,156,0,5.9,139566,0.0,46311140054.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157,0,5.7,139818,0.0,50120091291.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,158,0,5.8,140109,0.0,46383433268.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,0,5.6,140377,0.0,50309218968.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,5.7,140568,0.0,45110322846.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,5.5,140839,0.0,42206397024.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,5.4,140910,0.0,53873247261.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,5.4,141194,0.0,51799528572.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,5.6,141525,0.0,54146865852.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,5.3,141699,0.0,56760185061.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,5.2,142001,0.0,60303633967.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,167,0,5.1,142126,0.0,57700661118.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,168,0,5.0,142281,0.0,49854826332.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,169,0,5.0,142587,0.0,54071780960.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,170,0,5.1,142824,0.0,50915494282.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,171,0,5.0,143097,0.0,53104301690.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,4.9,143170,0.0,48058489936.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173,0,4.9,143433,0.0,46418725449.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,5.0,143662,0.0,56672415865.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,5.0,143849,0.0,53510278311.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,4.8,143891,0.0,56863230405.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,4.9,144158,0.0,60191054460.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,4.8,144512,0.0,62232769835.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,179,0,4.9,144647,0.0,59037335327.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,180,0,5.0,144916,0.0,52677191991.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,181,0,4.9,145061,0.0,55322207318.0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,182,0,4.7,145212,0.0,53272376087.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,183,0,4.7,145442,0.0,54790128135.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,4.7,145627,0.0,50133735954.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,4.6,145815,0.0,46496767254.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,4.4,145944,0.0,58786617167.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,4.4,146141,0.0,56261698863.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,4.4,146296,0.0,58964299913.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,4.3,146512,0.0,62379474159.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,4.3,146727,0.0,64891508343.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191,0,4.4,146911,0.0,62438180269.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192,0,4.2,146929,0.0,51895974238.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193,0,4.1,147196,0.0,58293041012.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,194,0,4.2,147421,0.0,55933348472.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,195,0,4.1,147551,0.0,56955892029.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,4.1,147672,0.0,51715107148.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,4.1,148078,0.0,49477939186.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,4.0,148254,0.0,61729296902.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,4.0,148391,0.0,59346312624.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,3.8,148669,0.0,62413736881.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,4.0,148888,0.0,66050695199.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,3.8,149024,0.0,69033845565.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,203,0,3.8,149268,0.0,66025874648.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,204,0,3.7,149348,0.0,55486528023.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,205,0,3.8,149549,0.0,61065685975.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,206,0,3.7,149683,0.0,58865417306.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,207,0,3.9,149865,0.0,59501974125.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,4.0,150134,0.0,54370838384.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,3.8,150135,0.0,51401866863.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,3.8,150282,0.0,65410585793.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,3.6,150492,0.0,61931712216.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,3.6,150577,0.0,65793359873.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,3.7,150759,0.0,68357283258.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,3.7,150953,0.0,71230170772.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,215,0,3.7,151160,0.0,68125369920.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,0,3.5,151368,0.0,58272961361.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,3.6,151553,0.0,63393387515.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,0,3.5,151814,0.0,59253230565.0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,219,0,3.5,151998,0.0,65346264617.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,3.6,152212,0.0,57685825985.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,221,0,3.5,152463,0.03448275862,55382246128.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,4.4,151090,180.67741940000002,32536517473.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1,14.7,130303,1955.0333329999999,2559233000
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,13.3,133002,1326.064516,6987684000.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,3,11.1,137802,735.6,13974039000.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226,4,10.2,139582.0,828.1935483870968,19944447816.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,5.0,8.6,140914.0,953.6451612903226,21118864675.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,6.0,7.9,141720.0,777.8333333333334,20978266090
